Company,PS_Num,Category,Domain,PS_Title,PS_Desc,Youtube,DataSet
Cisco DEVNET,AM291,Software,Software - Mobile App development,Mid-Day Meal Analytics,"
 The Mid-day Meal Scheme is a school meal programme of the Government of India and is designed to improve the nutritional standing of school-age children nationwide. The programme supplies free lunches on working days for children in primary and upper primary classes in Government schools. Serving 120,000,000 children in over 1,265,000 schools and Education Guarantee Scheme centers, it is the largest of its kind in the world. Student teams are expected to build machine vision solution to monitor the activities under the Mid-day Meal Scheme. 

Solution Expected: 
As the Mid-Day Meal program runs in schools across the country, continuous auditing and monitoring of the program might be challenging. 
Typical Auditing and Monitoring could involve: 
Ensuring number of students that took meal is same number reported. Lunch served is same as published/reported menu. Alerting in case of discrepancy and capability to centrally see past records / proof (numbers and visual) for any school. To design modules based on the above mentioned activities, video feed shall be provided to the student teams. These feeds shall come from the Meraki security camera. Typically, these shall come from the actual / imitated site i.e. schools, food serving area etc. Student teams are expected to explore the capabilities of Meraki camera’s inbuilt Machine learning (ML) modules and develop solutions around it. E.g. counting students, object recognition etc. Meraki security camera also has an inbuilt functionality to capture snapshot photos. Teams are expected to generate their own database based on the region of interest and features they wish to extract to develop ML models. Along with the expectations of Auditing & Monitoring the student teams should also propose innovative ideas (backed with research) to extract additional information from above snapshots / photos. While architecting the entire system, teams may explore the scalability factor of the system. 

The evaluations shall be based on the following criteria: 

1. Depth and research to understand Mid-Day meal scheme monitoring problem. 
2. Depth of understanding of Meraki camera product capabilities use cases. 
3. Depth and understanding of technologies proposed in solution.

Resources: 
https://developer.cisco.com/meraki 

https://developer.cisco.com/codeexchange/github/repo/CiscoDevNet/Object-
detection-via-Meraki-Camera 

https://developer.cisco.com/meraki/mv-sense/
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Bharat Forge Ltd,SP292,Hardware,Robotics & Drones,Design and Development of working prototype of Helicopter Turbo-propellers,"
 Before fully functional helicopters, in 1960's people are using helicopter turbo-propellers for vertical takeoff and landing of planes. Helicopter Turbo-props are the propellers having propulsion system mounted at tip of the blades. The major idea about this is to reduce the travel cost per passenger as turbo props are more efficient, provide high endurance than that of the normal helicopter blades and provides two times the speed to the plane. On the other hand unbearable noise is one of the issue in helicopter turbo-props. In this problem statement, students are supposed to make the working prototype of helicopter turbo-props. These propellers should be designed in such a way that, it should lift and land a foam model of an aircraft weighing 700 grams. Successful flight test of the same is mandatory for the completion of the project.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
NALCO,PN313,Hardware,Smart Vehicles,TRACKING and Control of Hot METAL TRANSPORTATION TRUCKS,"
 NALCO Smelter Plant has 04 Pot lines with 08 Pot Rooms and each Pot Room having 120 Pots. There are 2 Cast Houses and 1 Rolling Plant as well. Hot metal is tapped through Tapping Ladles from 960 pots and then transferred into transport ladles on the metal transporting trucks (MTT) for delivery to the desired Cast House Location as per the requisition made by the individual Cast Houses and Rolling Plant. 

 N.B:        	
•	Maximum 16 nos. of trucks can be deployed in the Pot Rooms.
•	The liquid metal is tapped at around 960°C.
•	The Cast House desired temperature range for metal casting 720°C-760°C.
•	If the metal arrives at little above the casting temperature value then it is ready for casting and no fuel is required to be burnt in the metal holding casting furnaces.

 
Operation:

A.	Cast House–A (Operation) prepares Metal Planning Schedule for 04 shifts on daily basis and forwards Hard/Soft Copy to Pot Line (Operation).

B.	After receipt of the metal planning schedule the Pot Line (Operation) shift-in-charge prepares tapping schedule for his shift.
  
C.	From the tapping schedule ladle schedule is derived along with the metal dispatch against requirement by Cast House (Operation).

D.	Accordingly MTT deployment by the Pot Line (Operation) transport section is arranged for each Pot Line Room Location to the respective Cast House in a Merry-go-Round fashion during the shift hours. 

E.	Normally Cast House-B and Rolling Plant forward their shift wise ladle requirement, in terms of no. of ladles required by them in a shift, initially to the Transport Section of Pot Line (Operation).

F.	Balance left out hot metal available is dispatched to Cast House-A along with any adjustment required for handling of no. of ladles available with Pot Line (Operation) arising out of additional requirement raised or surplus metal available from Cast House-B and Rolling Plant Shops due to operational issues.

G.	Shift wise hot metal reconciliation between Pot Line (Operation) and Cast House is carried out on daily basis to tally the records with the quantity of the metal dispatched and received by the Cast House during the day against the metal planning made.

 
Problems:
The entire operation is manual as of now. There is no single window available for operation and coordination job. The transit time required between demand and supply involves various factors such as trip length, information on availability of vehicle, tracking of vehicle location. As a result, trucks may arrive later than the demanded time resulting in drop of loaded ladle metal temperature. All this leads to wastage of heat energy, longer wait time and longer metal truck haulage at times.

Moreover, Data portability, processing and reporting, all are manual. Hence a need for IOT based vehicle mounted pilot project which will save energy, time, etc. and help us greatly in avoiding chaos situations.

Improvements Desired:
To devise an IOT based vehicle mounted pilot project which shall ensure real time data connectivity on: 

Vehicle location tracking through LPS. (UWB  / RTLS / Indoor-Locating / LPS)
Information on availability of vehicle.
Live metal temperature data from ladle.
Vehicle call request with location.
Driver acknowledgement for call request.
Vehicle identification through code broadcast.

The proposed project will enable to achieve the following:

Reduced Metal Transporting Trucks turnaround time leading to lower haulage losses.
Reduced occurrences of ladle hot metal temperature drop due to smaller and faster haulage time.
More efficient control of vehicle logistics reducing chaos due to vehicle unavailability/in traceability.
Reduction of possibility of metal outage at either of Cast Houses, Rolling Plant.
Reduction in consumption of fuel oil required for reheating of liquid metal.

","
 
","

"
Amazon Web Services,AN314,Software,Healthcare & Biomedical Devices,Antimicrobial Stewardship Platform,"
 Due to the pollution on the rise, food habits and hectic schedules we are getting more and more prone to health-related issues for which many a times we use antibiotics drugs. Antibiotic resistance on the rise—and predicted to kill 10 million people per year by 2050. Do think of this problem in India context, lack of knowledge, how antibiotics are prescribed, how to gather the usage of antibiotics across the country and how to mitigate the challenge. Idea would be to see what all are the most common antibiotics / salt in those drugs are being used, for what all diseases they are being prescribed for and predict what are the probable antibiotic drugs ( salts ) which would become non-effective after a certain time for curing a specific microbial infection or disease. Requirement is to build an antimicrobial stewardship platform which should be able to provide this solution.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Amazon Web Services,AN316,Software,Waste Management,AgriTech: Stubble aggregation and disposal,"
 While most of the Agritech start-ups are focused either on supply chain, focus is now expanding to farm and yield management. The area that still remains UN-explored is the “stubble left after grain segregation”. Stubble burning is an alarming issue today in North India. We need to design a solution which can streamline and automate the process of stubble collection, transportation to desired location, notifications around stubble pickup and delivery, tracking of stubble disposal in a more environment friendly way.Try solution around automated farm images, forecast the stubble production and help business to identify stubble production and purchase the same and track how stubble is being disposed off or used.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Amazon Web Services,AN317,Software,Travel and Tourism,Tourism simplified through voice,"
 Alexa is Amazon’s cloud base voice service, that helps users interact with brands, data, and business logic through voice. Use Alexa to innovate, and build the next generation of interfaces for tourists in India. Your solution should help solve pain points of tourists coming to India like - voice forums to crowd source destination reviews, GPS based voice navigators to guide tourists at historical sites, SOS and emergency support solutions for local and international travelers, travel guides with entry prerequisites, government policies, visa needs, and recommendations on seasons to visit. The Alexa based solution should be intuitive to use also cater to the physically challenged travelers in India.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Amazon Web Services,AN318,Hardware,Robotics & Drones,Last Mile delivery in a multi-storey building of a society,"
 Problem Brief/Context -  These days we are pretty habituated of home- delivery system through e-commerce platform, however there is a big dependency on delivery boys and vehicles for timely delivery of the items. We could potentially use Drones for last mile delivery of items. While current prevalent addressing mechanism such as lat/long and post code are good enough for humans, these won’t work for drone delivery as all houses in a multi-storey building will have same lat/long or post-code. Design a solution which can help drones to identify each address / flat as a separate unit and deliver the item accordingly.
","
 https://www.youtube.com/watch?v=vNySOrI2Ny8
","
                                                                                                                       NA
                                                                                                                                                                                "
Amazon Web Services,AN319,Software,Healthcare & Biomedical Devices,Elderly care system,"
 Develop a technology-based solution for Kids, Senior citizens, especially abled individual on any one who need supervision which can alarm the concerned person in case person who need supervision is crossing a specified boundary for eg 10 meters outside a specified boundary. You should also think about more innovative ideas to see what more value you can bring to these individuals for eg : devices which can apart from keep tracking an individual can also collect heath parameters such as heart rate and alert concerned person in case of any issue. This health data can be further used for research and development   of these individuals.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Adani Port and SEZ Ltd,SM320,Software,Software - Web App development,To Predict the Optimum Vessel Turnaround Time,"
 1.	At present, Adani operates more than 45 Berths PAN India and approximately 4000 Vessels calling at our Port.
2.	The vessel agents share the ETA by which Port Authorities manage the resource and estimates the TAT.
3.	Vessel TAT are dependent on various Factors like the productivity, resource allocated, Tide etc.
4.	The solution should be such that the Port Authorities are able to effectively predict the Optimum TAT which yields maximum revenue by clearly optimizing the resources used.  
Relooking at the problem:
1.	Can out Current Terminal Operating system (TOS) predict using the available data points?
2.	Do we require an analytical engine to run algorithms?
3.	Will Live Dashboard help to control & monitor the Vessel Operation?
4.	Say our current prediction is 70% accurate we would definitely want to increase the prediction accuracy by 10%.
5.	Can ML be implemented such that the same vessel calling at our port month after month the prediction is actually very accurate?
6.	All vessel related information, resources & Tariff for maximum revenue will be provided. Connections to our DB and Data warehouse access are possible.
If we look at the entire process:
1.	Vessel agent submits the ETA
2.	Port Authority does the berth and resource planning.
3.	Operations are undertaken.
4.	Changes in Planned TAT.
5.	Revision in TAT
6.	Other Vessels incoming are affected by such changes in TAT.
7.	New TAT Prediction for other incoming vessels.
","
 
","
SmartIndiaHackathonOptimumVesselTAT20191130144015.pdf
"
Adani Port and SEZ Ltd,SM321,Software,Software - Web App development,Seamless Invoicing and Reconciliation System,"
 1.	At present, Adani raise more than 10,000+ invoices annually. 
2.	Tracking outstanding of each invoices with respect to each customers is very difficult.
3.	Our marketing team should focus only on bringing customers. An automated transaction system which acts independently for invoicing and payments reconciliation.
4.	A wallet for customer which can be accessed through a portal. Payments can be made offline through banks or pay using UPIs/Internet Banking/NEFTs/RTGS
Relooking at the problem:
1.	Invoices are generated in our Terminal Operating System (TOS).
2.	Customer should be able to view the invoices on a portal.
3.	They can clear the invoices either partially or full.
4.	They might make an Ad-hoc payment (advance payment) which should be available in wallet and then uses that amount to settle the invoices. 
5.	Dashboard – Current Outstanding, payment dues, invoices pending to be cleared, interest loss etc. 
If we look at the entire process:
1.	Vessel agent submits the ETA
2.	Port Authority does the berth and resource planning.
3.	Operations are undertaken.
4.	Invoices for services are raised
5.	Sent to customer for payments
6.	Customer makes the payment 
7.	Payment advise(s) are shared
8.	Corresponding invoices are cleared in our SAP system.
1. Can we relook the Invoice settlement process?
•	Is it possible for our Customer to settle the invoices in our system? Let’s say we create an instance of out TOS for customers to come and do the payment settlements.

2. How to reduce the Payments to invoice settlement TAT?
•	Customer makes the payment and realizing that amount paid in our Finance Statement takes additional day or two. Can it be made real time.
","
 
","
SIHP2InvocieReconcilation20191130144113.pdf
"
MathWorks,AG343,Software,Energy / Renewable Energy,"Renewable Energy forecasting, for an integrated smart grid","
 BACKGROUND:
Advances in technology have enabled large-scale harnessing of sources of renewable energy (solar, wind etc.).  Smart grids which integrate both conventional energy sources and renewable sources are envisioned to be a sustainable power generation solution. However, all sources of renewable energy are affected by environmental factors (such as wind speed, intensity of solar radiation, cloud cover) which causes fluctuations in power generated from these sources. Also, the availability are subjected to daily/annual cycles (eg. Solar energy available during daytime only). While smart metering enables real-time demand forecasting; accurate models that forecast power generated by renewable energy sources are also needed.  Accurate forecasting models will ensure grid stability, smooth scheduling and energy management.  For instance, if the model forecasts renewable energy outage for a certain duration of time, the smart grid must seamlessly switch to the conventional energy source for that duration and ensure that the generated power meets the demand forecast.  Literature proposes various learning-based forecasting models for renewable energy sources based on open data sources; as well as scheduling strategies for demand-supply matching. Further, simulation software to realistically model microgrids are also available. The problem defined here is to come up with a framework which: realistically simulates a microgrid; forecasts demand and supply of (renewable) energy; seamlessly schedules supply of renewable (and conventional energy) to meet the demand; and provides actionable insights about the functioning of the smart grid system.

PROBLEM STATEMENT:
1.	Simulate the microgrid/utility system with various consumers and prosumers.
2.	For the renewable energy sources, using environment time series data from open data forums-develop energy generation forecasting models. 
3.	For the consumers/prosumers using energy consumption time series data from open data forums-develop energy demand forecasting models. 
4.	Develop scheduling algorithms for the utility/microgrid controller.
5.	Integrate the forecasting model and scheduler with the simulation setup in 1.
6.	Prototype the following use case with developed models: 
An Integrated Smart Grid utility manager would want to remotely monitor the operations of the deployed system in real-time. The manager will require a dashboard that provides a micro- and macroscopic spatio-temporal trend of: (a) consumer demand maps; (b) prosumer supply; (c) solar/wind energy generated; (d) conventional energy generated; (e) outages; (f) accuracies of forecasting models for energy demand and energy generated (conventional and renewable); (g) scheduling decision report.

OUTCOME EXPECTED:
1.	A microgrid simulation model (with scheduling strategy integrated at controller).
2.	Forecasting models to predict demand, renewable energy generated. (possibly Statistical/Machine Learning models).
3.	Scheduling strategy/algorithm to manage resources to meet demands. (optimization algorithm based on forecasting model of demand and generation).
4.	A web-application of the dashboard with appropriate visualizations and reports.
	
REFERENCE:
•	http://www.aungz.com/PDF/88170082.pdf
•	https://www.mathworks.com/videos/microgrid-system-development-and-analysis-part-3-using-simscape-power-systems-to-simulate-microgrids-1522853406434.html
•https://www.researchgate.net/publication/326827833_Strategic_Scheduling_in_Smart_Grids

Simulations developed in STEP 1 can be used to generate synthetic data based on models available in literature. In addition to that, below are some links which provides available data and can be used for modeling:
•	Time series data (European---possibly to generate synthetic data):
o	https://data.open-power-system-data.org/time_series/
o	https://data.open-power-system-data.org/weather_data/
o	https://data.open-power-system-data.org/time_series/2019-06-05

•	India Solar data generation
o	https://openei.org/datasets/dataset/india-direct-normal-global-horizontal-irradiance-solar-resourc13
o	https://data.nrel.gov/submissions/43

MATHWORKS PRODUCTS: FREE SOFTWARE WILL BE PROVIDED
•	Curve Fitting, Statistics and Machine Learning toolbox, Deep Learning toolbox (optional) -for forecasting models.
•	Optimization toolbox (optional): Scheduling algorithm
•	Simscape, Simscape Electrical, Simulink: to model microgrid/utility
•	Any Web application: for dashboard
•	Signal Processing Toolbox (reviewed)
•	Control toolbox
•	System Identification
•	MATLAB and Simulink
•	Stateflow
•	App Designer
•	ThingSpeak
•	Simulink Design Optimization
STUDENT TEAMS WILL BE PROVIDED WITH FREE SOFTWARE OF MATLAB, Simulink and Toolboxes
","
 
","
RenewableEnergyforecastingschedulingandmonitoringframeworkforanintegratedSmartgrid-SIH202020191216115440.pdf
"
MathWorks,AG344,Hardware,Smart Communication,Smart Traffic Monitoring and Controlling,"
 BACKGROUND: 
Traffic control for the people, by the people”. The smart phone-based Application captures the traffic flout and directly share it with traffic control team. App will have information about Traffic rules with best user interactive appearance. App will reduce Burden on traffic control team.  

PROBLEM STATEMENT: The traffic is huge problem in metro cities in India and to monitor it throughout a day it’s the difficult task. The Traffic control and monitoring team can control this up to certain extent. However, the main responsibilities lie on individual. The simple smart phone-based application has capability to record the rule breaking and flout traffic situation which will be shared with traffic control team (Traffic Police). In current situation, the traffic control team uses a camera to capture people with flouting traffic rules and along with this they have to control the city traffic too. It is difficult for them to keep an eye on both the activities at a time. To reduce their workload, an individual can install this app and will be able to share the evidence with traffic control team.  The awareness of this app will lead an individual to follow traffic rule strictly in order to avoid mistakes done by others. The app will have traffic rule guidelines which will help an individual to learn more about traffic rules. The app will provide credit to user on capturing valid traffic flout. The App can cover large scale to small scale Traffic rule evades (e. g. No Parking, Pedestrian crossing evades). Each individual can contribute toward traffic control, awareness, and behavior of individual toward traffic rules.   

OUTCOME EXPECTED: 
1. Application runs on Android and IOS app which is directly integrated with traffic control team.  
2. Distributed way of traffic maintenance. 

MATHWORKS PRODUCTS: FREE SOFTWARE WILL BE PROVIDED TO STUDENT TEAMS
ThingSpeak, Image processing toolbox, Computer vision toolbox, Mapping and Navigation, Image Acquisition toolbox, MATLAB Coder, Simulink and MATLAB

MATHWORKS WILL PROVIDE FREE SOFTWARE(MATLAB, SIMULINK AND TOOLBOXES) TO ALL STUDENT TEAMS PARTICIPATING IN THE HACKATHON
","
 
","
SmartTrafficMonitoringandcontrolling20191216120232.pdf
"
Ministry of Youth Affairs & Sports,DK1,Software,Software - Web App development,NYKS requires a software / Mobile through which we may take attendance of the Officers who are working in the different districts and States across the country.,"
 Requirement for solution :

•	NYKS has 623 district offices and 29 state offices across the country.

•	NYKS needs of software by which NYKS may take the attendance of the officers working in these districts and States.

•	The Mobile should collect the attendance based on the location of the officer through GPS system / Geo-Location System and voice recognition or

•	The software should collect the attendance based on landline telephone number and voice recognition
","
 
","

"
Airports Authority of india,AK9,Software,Software - Web App development,Developing a Software Tool to aid Search and Rescue by Calculating and Plotting Search Area from the Last Known Position of a Missing Aircraft.,"
 Search and Rescue (SAR) is an operation to find and rescue the people in distress. SAR operations aim at finding missing objects with minimum time in a determined area. There are fundamentally two problems in these operations. The first problem is assessing highly reliable probability distribution maps, and the second is determining the search pattern that sweeps the area from the air as fast as possible. SAR operations benefit greatly from the GIS technology. The area, determined by the search planner, that is to be searched is called Search Area. This area may be sub-divided into search sub-areas for the purpose of assigning specific responsibilities to the available search facilities. The International Aeronautical and Maritime Search and Rescue Manual (IAMSAR) Vol. II (ICAO DOC 9731) provides all necessary information and guidance. Projecs intends to achive: • Determining the size of the search area from the Last Known Position (LKP), including speed, heading and attitude, of aircraft.
• Determining the desired area coverage  
• Selecting appropriate search patterns.
","
 
","

"
Airports Authority of india,AK10,Software,Software - Web App development,rating an Airport Mapping Database,"
 An Airport Mapping Database (AMDB) is a Geographic Information System (GIS) database of an airport describing the spatial layout of the aerodrome in terms of features (e.g. runways, taxiways, and parking stands) with geometry described as points, lines or polygons and with attributes (e.g. Surface type). AMDB is intended primarily to improve the user’s situational awareness and/or to supplement surface navigation, thereby increasing safety margins and operational efficiency. AMDB represents a collection of aerodrome information that is organized and arranged for ease of electronic storage and retrieval in systems that support aerodrome surface movements, training, charting, and planning. Project intents to Create Aerodrome Maps and Charts using feature extraction from Satellite Imagery and blending that with existing Aerodrome Maps and provide an interactive 2D map containing a spatial layout of the aerodrome in terms of features (e.g. runways, taxiways, parking stands) with geometry described as points, lines or polygons, and with attributes (e.g. surface type). The aerodrome map, charts and data is available in Aeronautical Information Publication (AIP India) uploaded on website https://aim-india.aai.aero/eaip-v2-01-2019/index-en-GB.html.
","
 
","

"
Airports Authority of india,AK11,Software,Software - Web App development,"A web based software is sought for fail-free operations of various CNS/ATM facilities, preventive maintenance is carried out on daily, weekly, monthly, six-montly and annual basis.","
 As current practice, various CNS/ATM facilities, preventive maintenance is carried out on daily, weekly, monthly, six-monthly and annual basis have following limitations:
a.) paper based, subject to manipulation
b.) localized - station based,
c.) non-standard compliance
d.) missing linkage to equipment maintenance history
e.) centralized monitoring not possible
f.) storage for stipulated time is cumbersome. Project intents to achieve the below objectives:
• Automating the existing manual reports into digitized reports.
• Data warehousing for central monitoring and leakage detection.  
• Ensuring the operational data collected comply the required Standard.
","
 
","

"
Airports Authority of india,AK12,Software,Software - Mobile App development,An Mobile based Inventory Management System using QR code application,"
 A mobile application is required that is capable of         
a.)      Have all the details of the equipment like S/N, Date of Installation etc.  by scanning a QR code/ barcode.   
b.)      Readily access the past service record by scanning a QR code/ barcode.    
c.)      Entering the details and updating service history on the spot, just after maintenance
","
 
","

"
Airports Authority of india,AK13,Software,Software - Web App development,A visual Dashboard based on data analytics for percentage utilization of Airport facilities and utilities using IOT.,"
 A web application is required that is capable of  projecting analysed data through visual tools like bar graphs, pie charts etc on a web dashboard. Airports facilities includes Arrival baggage belts, boarding gates, Parking Stands, Trolleys etc.  The application must have a separate API to have a visual representation of the analysed data which can be integrate with any other web/desktop application. Project intents to achieve the below objectives:
• Classification of data based on nature of facility used by a passenger and available facility utilization.
• Data visualization at Airport and Pan India Level.
• A centralized Dashboard containing visual data representation of the % utilization of Airport services used by passengers.
","
 
","

"
Airports Authority of india,AK14,Software,Software - Mobile App development,An Mobile based Dwell time Management System using IOT.,"
 Whenever a passenger enters into an airport, their credentials are checked at check in Kiosks, Entry Gates, SHA, Immigration & customs and boarding gates to validate their journey. Usually a passenger is instructed to come two hrs before for a domestic travel and four hours before an international travel.
 This instruction is given to passengers as their validation process might take more time than usual due to long passenger queues at each check point. The time taken by passenger to stand in a queue at a particular touch point and gets its credentials validated is called dwell time of that touch point.
Hence, a mobile application based dwell time data collection and analysis at touch points of airports including check-in counters/Entry Gates/SHA/Immigration and customs/boarding gates using IOT. The Automated system needs to prompt necessary alert messages as per escalation matrix for dynamic allocation of manpower and facilities for a particular check point.

What we want: 
• Monitoring Effective Utilization of Airport touch points
• Central data base record for each dwell time data collection.
• An external API integration facility to connect with existing Airport Software’s.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Airports Authority of india,AK15,Software,Software - Web App development,Knowledge Management System through Block Chain,"
 A web based  application using Block chain technology is sought from Airport Licensing to retrieve important and relevant Project Related information from pool of data source i.e. SAP, E-mail, E-office, Scan documents and Database. Below features are desired in an application:
a.)  Concerned Officers can upload relevant data related to Airport Licensing from Airports.
b.)  Seamless Approval process, Centralized Monitoring and Suggestion Mechanism.
c.)  Relevant information should be fetched from data source, linked to a particular project which can be used in the hour of need.
","
 
","

"
Airports Authority of india,AK16,Software,Software - Mobile App development,Mobile Application based Passenger facilitation System using Artificial Intelligence and  Machine learning,"
 A mobile application needs to developed to track the registered passengers from resistance to home. The application will register passenger mobile number only for those who are willing to take this service. Passenger will be provided customized offers for Taxi, concessionaires etc. based upon passenger history and facility choices opted by the users.

Further a separate module dedicated to VIP passenger facilitation needs to be incorporated. Projects should also have • User friendly UI/UX for Airport passangers.
• Digitally Storing and Monitoring overall project related data.
","
 
","

"
"Andhra Pradesh Innovation Society, ITE&C Department",VS17,Hardware,Clean Water,"Build an online system for monitoring water quality, leaks, contamination, and managing pipeline network.","
 Build an online system for monitoring water quality, leaks, contamination, and managing pipeline network. Design hardware devices to help in the same.
","
 
","

"
"Andhra Pradesh Innovation Society, ITE&C Department",VS19,Hardware,Clean Water,Cost effective mechanism to treat waste water in small villages,"
 Design and develop Cost effective mechanisms to treat waste water in small villages
","
 
","

"
Department of Financial Services,MK21,Software,Software - Mobile App development,Upgradation of Jan-Dhan Darshak App,"
 The Department of Financial Services (DFS), Ministry of Finance and National Informatics Centre (NIC) have jointly developed a mobile app called Jan Dhan Darshak as a part of financial inclusion (FI) initiative. As the name suggests, this application acts as a guide for the common people in locating a financial service touch point at a given location in the country. Have a look at the additional application and develop an more featureful application that provides more insights and better recommendations.
","
 
","

"
Department of Financial Services,MK23,Software,Software - Mobile App development,Development of Information App for Alert on Financial Matters,"
 ""The Department of Financial Services (DFS) oversees several key programs/initiatives and reforms of the Government concerning the Banking Sector, the Insurance Sector and the Pension Sector in India. Therefore it’s very important for the concerned officials to be updated in respect of any news or changes that happen in these financial matters which should be available on mobile/email. Hence the department seeks to develop an information application that can send link or news related to these financial matters immediately to the concerned officials and can provide link to various circulars of the financial institutions like RBI, Banks, PFRDA etc. as per the user’s will.
Design an app to allow broadcast of information by senior officials, and reporting of issues by all other officials to respective authorities.""
","
 
","

"
Ministry of Women and Child Development,AS33,Software,Software - Web App development,Management Information System (MIS) software for IMOs,"
 1.	Rashtriya Mahila Kosh (RMK), established as an autonomous body in 1993 is a  national  level  organization  under the  aegis of the Ministry of  Women and Child Development, for socio-economic empowerment  of  women.  The  operating  model currently followed by RMK is that of a facilitating agency wherein RMK provides loans to NGO-MFIs termed as Intermediary Organizations (IMOs) which on-lend to Self Help Groups (SHGs) of women. These micro-credit loans are provided to women micro-entrepreneurs in both rural & urban areas, organised in Self-help groups (SHGs) / Joint lender groups (JLGs).  
2.	Eligible Intermediary Organizations (IMOs) are Non-Government Organizations (NGOs), Section 8 Companies registered under Companies Act 2013, Urban / Rural Women Co-operative Banks, Co-operative Societies etc.


3.	Management Information System (MIS) software for IMOs – The software needs to capture information related to women beneficiaries (i.e. women micro-entrepreneurs) such as loan account information, repayment track record, economic activity, personal information (Aadhar Card, Bank Account Details, Age etc.), Income level, Savings, Demographic details (no. of family members, caste, religion, literacy level etc.)
","
 
","

"
Ministry of Women and Child Development,AS36,Hardware,Smart Communication,Network connectivity in remote areas,"
 1.	Rashtriya Mahila Kosh (RMK), established as an autonomous body in 1993 is a  national  level  organization  under the  aegis of the Ministry of  Women and Child Development, for socio-economic empowerment  of  women.  The  operating  model currently followed by RMK is that of a facilitating agency wherein RMK provides loans to NGO-MFIs termed as Intermediary Organizations (IMOs) which on-lend to Self Help Groups (SHGs) of women. These micro-credit loans are provided to women micro-entrepreneurs in both rural & urban areas, organised in Self-help groups (SHGs) / Joint lender groups (JLGs).
.
2.	Eligible Intermediary Organizations (IMOs) are Non-Government Organizations (NGOs), Section 8 Companies registered under Companies Act 2013, Urban / Rural Women Co-operative Banks, Co-operative Societies etc.

3.	Network connectivity in remote areas – The women beneficiaries (i.e. women micro-entrepreneurs) are not able to access various online services offered by banks, opening of account is delayed, access to email, information of various Government policies / incentives. Solution should also work with 2G mobile network.
","
 
","

"
Ministry of Women and Child Development,AS37,Software,Finance,"In PFMS implementation, NGOs registration may be approved by the concerned Ministry within a specific period. Otherwise, it should be deleted/rejected automatically by the PFMS portal itself. So that fresh registration can be done again by the implementing agency. For committed expenditure like salaries, pensions etc, direct link for sanction and release of funds to the Autonomous bodies to be made on quarterly basis. However, while considering final release UC/Account and UB be taken care of.","
 In PFMS implementation, there are new NGOs registration applications. We looking for software module which would achive below desired objective. (1) NGOs registration may be approved by the concerned Ministry within a specific period. Otherwise, it should be deleted/rejected automatically by the PFMS portal itself. So that fresh registration can be done again by the implementing agency. (2) For committed expenditure like salaries, pensions etc, direct link for sanction and release of funds to the Autonomous bodies to be made on quarterly basis. However, while considering final release UC/Account and UB be taken care of.
","
 
","

"
Ministry of Women and Child Development,AS38,Software,Sustainable Environment,Rain harvesting facility may be made compulsory in all the Govt./Govt. funded buildings. Funds for this purpose may be made allocated/released,"
 In recent days, we have observed water scarcity especially during summer days. Rain harvesting facility can be used in different Govt. organisations/Govt. funded buildings. We are looking for software solution where (1) feasible rain water harvesting solutions can be provided to organisation as per their requirement (may or may not be by third party vendors) (2) Implementation work progress can be monitored (3) vendors providing such solutions can be connected with organisations.
","
 
","

"
Ministry of Women and Child Development,AS39,Software,Software - Web App development,"In GeM Portal, provision for customization of terms and conditions for Annual Maintenance Contract of services as per the need of the services required by the organisation may be created.","
 GeM portal is a dedicated e market for different goods & services procured by Government Organisations / Departments / PSUs. It facilitates online procurement of common use Goods & Services required by various Government Departments / Organisations / PSUs. In GeM Portal, we are looking for provision of customization of terms and conditions for Annual Maintenance Contract of services as per the need of the services required by the organisation may be created. It could be module which would (1) provide facility to review terms and condition of services between concern persons (2) facility to add comment against particular point/add/remove particular point
","
 
","

"
Ministry of Health and Family Welfare,SS41,Software,Healthcare & Biomedical Devices,Digital tracking of children of migrant population to follow-up on their health status and immunization services received/to be given.,"
 Harnessing the power of digital technologies is essential for achieving the Sustainable Development Goals, including universal health coverage. To reduce the inequities
in health in population with the migration either because of occupation, shelter or some other reasons, migration among cities, states, rural to urban, it is essential to track their health record so that health services can reach up to such people in the form of continuum of care.
lmmunization of children is an important field where we can provide full immunization coverage to such community who are often left behind.
","
 
","

"
