_id,Company,Number,Category,Domain,Title,Description,Youtube,Dataset,Logo
5e00fa83b13f24e35733b398,Amazon Web Services,AN314,Software,Healthcare & Biomedical Devices,Antimicrobial Stewardship Platform,"Due to the pollution on the rise, food habits and hectic schedules we are getting more and more prone to healthrelated issues for which many a times we use antibiotics drugs. Antibiotic resistance on the riseand predicted to kill 10 million people per year by 2050. Do think of this problem in India context, lack of knowledge, how antibiotics are prescribed, how to gather the usage of antibiotics across the country and how to mitigate the challenge. Idea would be to see what all are the most common antibiotics / salt in those drugs are being used, for what all diseases they are being prescribed for and predict what are the probable antibiotic drugs ( salts ) which would become noneffective after a certain time for curing a specific microbial infection or disease. Requirement is to build an antimicrobial stewardship platform which should be able to provide this solution.","
 
","
                                                                                                                       NA
                                                                                                                                                                                ",/storage/company_logo/AmazonWebServices.png
5e00fa83b13f24e35733b399,Amazon Web Services,AN316,Software,Waste Management,AgriTech: Stubble aggregation and disposal,"While most of the Agritech startups are focused either on supply chain, focus is now expanding to farm and yield management. The area that still remains UNexplored is the stubble left after grain segregation. Stubble burning is an alarming issue today in North India. We need to design a solution which can streamline and automate the process of stubble collection, transportation to desired location, notifications around stubble pickup and delivery, tracking of stubble disposal in a more environment friendly way.Try solution around automated farm images, forecast the stubble production and help business to identify stubble production and purchase the same and track how stubble is being disposed off or used.","
 
","
                                                                                                                       NA
                                                                                                                                                                                ",/storage/company_logo/AmazonWebServices.png
5e00fa83b13f24e35733b39a,Amazon Web Services,AN317,Software,Travel and Tourism,Tourism simplified through voice,"Alexa is Amazons cloud base voice service, that helps users interact with brands, data, and business logic through voice. Use Alexa to innovate, and build the next generation of interfaces for tourists in India. Your solution should help solve pain points of tourists coming to India like  voice forums to crowd source destination reviews, GPS based voice navigators to guide tourists at historical sites, SOS and emergency support solutions for local and international travelers, travel guides with entry prerequisites, government policies, visa needs, and recommendations on seasons to visit. The Alexa based solution should be intuitive to use also cater to the physically challenged travelers in India.","
 
","
                                                                                                                       NA
                                                                                                                                                                                ",/storage/company_logo/AmazonWebServices.png
5e00fa83b13f24e35733b39b,Amazon Web Services,AN318,Hardware,Robotics & Drones,Last Mile delivery in a multi-storey building of a society,"Problem Brief/Context   These days we are pretty habituated of home delivery system through ecommerce platform, however there is a big dependency on delivery boys and vehicles for timely delivery of the items. We could potentially use Drones for last mile delivery of items. While current prevalent addressing mechanism such as lat/long and post code are good enough for humans, these wont work for drone delivery as all houses in a multistorey building will have same lat/long or postcode. Design a solution which can help drones to identify each address / flat as a separate unit and deliver the item accordingly.","
 https://www.youtube.com/watch?v=vNySOrI2Ny8
","
                                                                                                                       NA
                                                                                                                                                                                ",/storage/company_logo/AmazonWebServices.png
5e00fa83b13f24e35733b39c,Amazon Web Services,AN319,Software,Healthcare & Biomedical Devices,Elderly care system,"Develop a technologybased solution for Kids, Senior citizens, especially abled individual on any one who need supervision which can alarm the concerned person in case person who need supervision is crossing a specified boundary for eg 10 meters outside a specified boundary. You should also think about more innovative ideas to see what more value you can bring to these individuals for eg : devices which can apart from keep tracking an individual can also collect heath parameters such as heart rate and alert concerned person in case of any issue. This health data can be further used for research and development   of these individuals.","
 
","
                                                                                                                       NA
                                                                                                                                                                                ",/storage/company_logo/AmazonWebServices.png
5e00fa83b13f24e35733b39d,Adani Port and SEZ Ltd,SM320,Software,Software - Web App development,To Predict the Optimum Vessel Turnaround Time,"1.At present, Adani operates more than 45 Berths PAN India and approximately 4000 Vessels calling at our Port.<ul><li>The vessel agents share the ETA by which Port Authorities manage the resource and estimates the TAT.</li><li>Vessel TAT are dependent on various Factors like the productivity, resource allocated, Tide etc.</li><li>The solution should be such that the Port Authorities are able to effectively predict the Optimum TAT which yields maximum revenue by clearly optimizing the resources used.</li></ul>Relooking at the problem:<ul><li>Can out Current Terminal Operating system (TOS) predict using the available data points</li><li>Do we require an analytical engine to run algorithms</li><li>Will Live Dashboard help to control  monitor the Vessel Operation</li><li>Say our current prediction is 70 accurate we would definitely want to increase the prediction accuracy by 10.</li><li>Can ML be implemented such that the same vessel calling at our port month after month the prediction is actually very accurate</li><li>All vessel related information, resources  Tariff for maximum revenue will be provided. Connections to our DB and Data warehouse access are possible.</li></ul>If we look at the entire process:<ul><li>Vessel agent submits the ETA</li><li>Port Authority does the berth and resource planning.</li><li>Operations are undertaken.</li><li>Changes in Planned TAT.</li><li>Revision in TAT</li><li>Other Vessels incoming are affected by such changes in TAT.</li><li>New TAT Prediction for other incoming vessels.</li></ul>","
 
","
SmartIndiaHackathonOptimumVesselTAT20191130144015.pdf
",/storage/company_logo/AdaniPortandSEZLtd.jpg
5e00fa83b13f24e35733b39e,Adani Port and SEZ Ltd,SM321,Software,Software - Web App development,Seamless Invoicing and Reconciliation System,"1.At present, Adani raise more than 10,000 invoices annually.<ul><li>Tracking outstanding of each invoices with respect to each customers is very difficult.</li><li>Our marketing team should focus only on bringing customers. An automated transaction system which acts independently for invoicing and payments reconciliation.</li><li>A wallet for customer which can be accessed through a portal. Payments can be made offline through banks or pay using UPIs/Internet Banking/NEFTs/RTGS</li></ul>Relooking at the problem:<ul><li>Invoices are generated in our Terminal Operating System (TOS).</li><li>Customer should be able to view the invoices on a portal.</li><li>They can clear the invoices either partially or full.</li><li>They might make an Adhoc payment (advance payment) which should be available in wallet and then uses that amount to settle the invoices.</li><li>Dashboard  Current Outstanding, payment dues, invoices pending to be cleared, interest loss etc.</li></ul>If we look at the entire process:<ul><li>Vessel agent submits the ETA</li><li>Port Authority does the berth and resource planning.</li><li>Operations are undertaken.</li><li>Invoices for services are raised</li><li>Sent to customer for payments</li><li>Customer makes the payment</li><li>Payment advise(s) are shared</li><li>Corresponding invoices are cleared in our SAP system.</li><li>Can we relook the Invoice settlement process</li><li>Is it possible for our Customer to settle the invoices in our system Lets say we create an instance of out TOS for customers to come and do the payment settlements.</li></ul><ul><li>How to reduce the Payments to invoice settlement TAT</li><li>Customer makes the payment and realizing that amount paid in our Finance Statement takes additional day or two. Can it be made real time.</li></ul>","
 
","
SIHP2InvocieReconcilation20191130144113.pdf
",/storage/company_logo/AdaniPortandSEZLtd.jpg
5e00fa83b13f24e35733b39f,MathWorks,AG343,Software,Energy / Renewable Energy,"Renewable Energy forecasting, for an integrated smart grid","BACKGROUND:Advances in technology have enabled largescale harnessing of sources of renewable energy (solar, wind etc.).  Smart grids which integrate both conventional energy sources and renewable sources are envisioned to be a sustainable power generation solution. However, all sources of renewable energy are affected by environmental factors (such as wind speed, intensity of solar radiation, cloud cover) which causes fluctuations in power generated from these sources. Also, the availability are subjected to daily/annual cycles (eg. Solar energy available during daytime only). While smart metering enables realtime demand forecasting; accurate models that forecast power generated by renewable energy sources are also needed.  Accurate forecasting models will ensure grid stability, smooth scheduling and energy management.  For instance, if the model forecasts renewable energy outage for a certain duration of time, the smart grid must seamlessly switch to the conventional energy source for that duration and ensure that the generated power meets the demand forecast.  Literature proposes various learningbased forecasting models for renewable energy sources based on open data sources; as well as scheduling strategies for demandsupply matching. Further, simulation software to realistically model microgrids are also available. The problem defined here is to come up with a framework which: realistically simulates a microgrid; forecasts demand and supply of (renewable) energy; seamlessly schedules supply of renewable (and conventional energy) to meet the demand; and provides actionable insights about the functioning of the smart grid system.PROBLEM STATEMENT:<ul><li>Simulate the microgrid/utility system with various consumers and prosumers.</li><li>For the renewable energy sources, using environment time series data from open data forumsdevelop energy generation forecasting models.</li><li>For the consumers/prosumers using energy consumption time series data from open data forumsdevelop energy demand forecasting models.</li><li>Develop scheduling algorithms for the utility/microgrid controller.</li><li>Integrate the forecasting model and scheduler with the simulation setup in 1.</li><li>Prototype the following use case with developed models:</li></ul>An Integrated Smart Grid utility manager would want to remotely monitor the operations of the deployed system in realtime. The manager will require a dashboard that provides a micro and macroscopic spatiotemporal trend of: (a) consumer demand maps; (b) prosumer supply; (c) solar/wind energy generated; (d) conventional energy generated; (e) outages; (f) accuracies of forecasting models for energy demand and energy generated (conventional and renewable); (g) scheduling decision report.OUTCOME EXPECTED:<ul><li>A microgrid simulation model (with scheduling strategy integrated at controller).</li><li>Forecasting models to predict demand, renewable energy generated. (possibly Statistical/Machine Learning models).</li><li>Scheduling strategy/algorithm to manage resources to meet demands. (optimization algorithm based on forecasting model of demand and generation).</li><li>A webapplication of the dashboard with appropriate visualizations and reports.</li></ul>REFERENCE:<ul><li>http://www.aungz.com/PDF/88170082.pdf</li><li>https://www.mathworks.com/videos/microgridsystemdevelopmentandanalysispart3usingsimscapepowersystemstosimulatemicrogrids1522853406434.html</li><li>ttps://www.researchgate.net/publication/326827833StrategicSchedulinginSmartGrids</li></ul>Simulations developed in STEP 1 can be used to generate synthetic data based on models available in literature. In addition to that, below are some links which provides available data and can be used for modeling:<ul><li>Time series data (Europeanpossibly to generate synthetic data):</li><ul><li>https://data.openpowersystemdata.org/timeseries/</li><li>https://data.openpowersystemdata.org/weatherdata/</li><li>https://data.openpowersystemdata.org/timeseries/20190605</li></ul></ul><ul><li>India Solar data generation</li><ul><li>https://openei.org/datasets/dataset/indiadirectnormalglobalhorizontalirradiancesolarresourc13</li><li>https://data.nrel.gov/submissions/43</li></ul></ul>MATHWORKS PRODUCTS: FREE SOFTWARE WILL BE PROVIDED<ul><li>Curve Fitting, Statistics and Machine Learning toolbox, Deep Learning toolbox (optional) for forecasting models.</li><li>Optimization toolbox (optional): Scheduling algorithm</li><li>Simscape, Simscape Electrical, Simulink: to model microgrid/utility</li><li>Any Web application: for dashboard</li><li>Signal Processing Toolbox (reviewed)</li><li>Control toolbox</li><li>System Identification</li><li>MATLAB and Simulink</li><li>Stateflow</li><li>App Designer</li><li>ThingSpeak</li><li>Simulink Design Optimization</li></ul>STUDENT TEAMS WILL BE PROVIDED WITH FREE SOFTWARE OF MATLAB, Simulink and Toolboxes","
 
","
RenewableEnergyforecastingschedulingandmonitoringframeworkforanintegratedSmartgrid-SIH202020191216115440.pdf
",/storage/company_logo/MathWorks.jpg
5e00fa83b13f24e35733b3a0,MathWorks,AG344,Hardware,Smart Communication,Smart Traffic Monitoring and Controlling,"BACKGROUND:Traffic control for the people, by the people. The smart phonebased Application captures the traffic flout and directly share it with traffic control team. App will have information about Traffic rules with best user interactive appearance. App will reduce Burden on traffic control team.PROBLEM STATEMENT: The traffic is huge problem in metro cities in India and to monitor it throughout a day its the difficult task. The Traffic control and monitoring team can control this up to certain extent. However, the main responsibilities lie on individual. The simple smart phonebased application has capability to record the rule breaking and flout traffic situation which will be shared with traffic control team (Traffic Police). In current situation, the traffic control team uses a camera to capture people with flouting traffic rules and along with this they have to control the city traffic too. It is difficult for them to keep an eye on both the activities at a time. To reduce their workload, an individual can install this app and will be able to share the evidence with traffic control team.  The awareness of this app will lead an individual to follow traffic rule strictly in order to avoid mistakes done by others. The app will have traffic rule guidelines which will help an individual to learn more about traffic rules. The app will provide credit to user on capturing valid traffic flout. The App can cover large scale to small scale Traffic rule evades (e. g. No Parking, Pedestrian crossing evades). Each individual can contribute toward traffic control, awareness, and behavior of individual toward traffic rules.OUTCOME EXPECTED:<ul><li>Application runs on Android and IOS app which is directly integrated with traffic control team.</li><li>Distributed way of traffic maintenance.</li></ul>MATHWORKS PRODUCTS: FREE SOFTWARE WILL BE PROVIDED TO STUDENT TEAMSThingSpeak, Image processing toolbox, Computer vision toolbox, Mapping and Navigation, Image Acquisition toolbox, MATLAB Coder, Simulink and MATLABMATHWORKS WILL PROVIDE FREE SOFTWARE(MATLAB, SIMULINK AND TOOLBOXES) TO ALL STUDENT TEAMS PARTICIPATING IN THE HACKATHON","
 
","
SmartTrafficMonitoringandcontrolling20191216120232.pdf
",/storage/company_logo/MathWorks.jpg
5e00fa83b13f24e35733b3a1,Mazagon Dock Shipbuilders Ltd.,AN418,Hardware,Robotics & Drones,"Robotic Arm for inspection, cleaning and painting of tanks on ships to save on time, cost and avoid accidents.","(a)Statement of the Problem.Ships use fuel, oils, sludge, sewage, water and other fluids, which are stored in tanks. When stored in tanks, these fluids tend to stick inside the tanks forming layers of semisolid substance. Moreover, many impurities of these fluids settle down and stick to the surface of the tanks. It is therefore imperative that the tanks are cleaned on a regular basis on ships.Generally, tanks cleaning on the ship is done during dry dock and whenever the inspection of the tanks is due. Cleaning is done for inspection or if there is any work to be done inside the tanks such as cracks, leaks, etc.Tank cleaning inspection and repairs is a necessary procedure performed on board ships. This process, when carried out by humans, tends to be hazardous, sometimes leading to explosion and accidents. In spite of all the necessary safety precautions and enclosed space entry procedures, accidents still occur while inspecting, cleaning and repairing tanks on board ships.(b)How it is being Overcome.The problem is, at present, being overcome by ventilating the tanks and use of personnel protective gears. However, the atmosphere in the tanks still remains unsatisfactory and continues to pose health hazards for human beings.The following procedure is followed before making an entry for tank cleaning: <ul><li>Fluid Contents of the tank should be removed as practicable as possible and stripped thoroughly before entering.</li><li>Ventilate the tank using thorough ventilation or forced ventilation method and make the tank suitable for man entry.</li><li>Before making a man entry, the atmosphere of the tank is tested for percentage of oxygen and availability of any toxic gases. This has to be done using remote access if possible, otherwise the person entering the tank for testing atmosphere must wear a breathing apparatus.</li><li>Various levels and compartments of tank is tested for the percentage of oxygen and availability of toxic gases. A multi gas analyser is used and a person who is trained and has the knowledge of using such equipment carries out the inspection.</li></ul>Once the tank is found safe for man entry, workers enter the tank and carry out cleaning, inspection, repairs etc. Working within these constrained spaces is hazardous, in spite of all the safety precautions.<ul><li>Why it is Important to Solve.</li></ul>Effective solution of this problem is critical to avoid(a)time delays in inspecting, cleaning and repairing tanks(b)accidents which still occur inside the tanks on board ships.(c)manpower cost.<ul><li>Suggested Solutions.</li></ul>The problem can be resolved by developing a mechanism like a robotic arm with the following attachments:(a)Gas analyser for checking the percentage of oxygen and presence of toxic gases,(b)Camera for inspection of tank and examination of defect.(c)Cleaning Attachment(d)Repair attachments(e)Quality Inspection EquipmentThe robotic arm should be amenable for reliable operation on a ship and capable of entering the tanks and reaching all areas within. It should have programmable operations like horizontal movement, vertical movement, speed adjustment, single or multistage operation at any desired length and angle range, etc. It should be light enough to carry within the constraints of a ship, with fixing arrangements that match with arrangements onboard ship.","
 
","
                                                                                                                       NA
                                                                                                                                                                                ",/storage/company_logo/MazagonDockShipbuildersLtd.png
5e00fa83b13f24e35733b3a2,FIS Global,SM445,Software,Finance,Data Mining Robot using AI / ML,"Back Ground:A corporate action is an event initiated by a public company that will bring an actual change to the securitiesequity or debtissued by the company. Corporate actions are typically agreed upon by a company's board of directors and authorized by the shareholders. Examples of corporate actions include stock splits, dividends, mergers and acquisitions, rights issues, and spinoffs.Corporate action instantly impacts security valuation and hence its timely and accurate information is very critical to financial institutes and investors.Information on current, upcoming, and historical corporate action can be purchased from various data vendors like Bloomberg, ICE Data Service, Refinitiv, MarketMap, etc. which could be expensive. Alternatively, data could be freely retrieved from public webpages and company portal. Challenge with free data approach is its accuracy, reliability and completenessProblem Statement:Goal of corporate action (CA) robot is to retrieve accurate, and complete information on historical, current, and future expected corporate action in timely manner from free sources.Required features:<ul><li>Capability of crawling public web pages to retrieve information related to historical, current, and future expected corporate action. Data could potentially be available directly on webpage or in form of downloadable file (.pdf, .docx)</li><li>Ability of process information available in free text format like pdf, and MS word document</li><li>Intelligently identify context in which data is available, like is it listed as example, or is it a real announced corporate action. We should also be able to classify CA as approved or yet to be approved corporate action.</li><li>Extract important information from retrieved pages/files on corporate action like  Security Identifier type (ISIN, CUSIP, Ticker, etc.), Identifier Value, corporate action type, Ex. Date, record date, pay date, payment / ratio / other key information, other relevant corporate action details etc.</li></ul>Example: ISIN: INE239A01016Company: Nestle IndiaType of CA: Interim dividendAmount: Rs. 55Ex Date: 11/12/2019Rec Date: 12/12/2019Pay Date: 02/01/2020<ul><li>Build accurate, and complete data from conflicting data retrieved from multiple sources. It should continuously learn about sources which could be trusted for specific information</li><li>Ability to configure to look for CA on a set of securities, to all listed securities on specific exchange.</li><li>Robot could be configured to continuously look for new data available for relevant corporate action.</li></ul>","
 https://youtu.be/MT9gV_BiKNM
","
                                                                                                                       NA
                                                                                                                                                                                ",/storage/company_logo/FISGlobal.png
5e00fa83b13f24e35733b3a3,FIS Global,SM446,Software,Smart Communication,Jarvis (software robot assistant) for corporations,"Background:Today organizations have multiple tools and systems to help assist them in their day to day software development activities. There is need of a system which can connect to applications, mine  analyze data and provide results to stakeholders whenever they need it.Problem Statement:For example, questions to assist development activities could be:What is the status of the release of Project X that was due this FridayWhy was Feature Y not fulfilled in the last release for Project XHow many test cases failed in the last release of Project XSend me an email with the last release notes for Project XHow to install Project XHow was Feature Z implemented (Note: the robot would need to connect to all the applications, and dig out all the relevant information (description of features and linked commits / comments /guides) related the Feature ZHelp me solve the class not found exception against ClassName (Note: this would mean running a query on stack overflow)Create an AI/ML based application to be hosted within a corporate/organization intranet with complete access to corporate/organization resources of JIRA, Confluence, Bitbucket and Stack Overflow.The primary responsibility of this software robot (Intelligent Product Master  IPM) is to learnmineanalyzeserve information about a product to optimize development and support processes in a product team.IPMs input interfaces would be a mic and email to receive input from users.IPMs output interfaces would be speaker and email to revert to users.Following are the two main use cases (but not limited to)<ul><li>Anyone can ask/look up for any information to IPM. It responds with accurate answer by voicetotextconversion/email. Mining existing data (could use APIs of the information hosting applications). Corelating multiple information, analyzes and respond texttovoice/email.</li><li>Take the Speaker in a meeting (example: scrum ceremonies/meetings). It records the meeting MOM in detail in its own datareservoir (database). The scrum master can also instruct IPM to do multiple activity during the meeting. Say: Create a jira task, pull out the last updated jira task. Send me the last email from XYZ to me etc.</li></ul>To implement this, you can use a computer/speak/mail server and client, Voicetextvoice converter, text to jira / confluence / bitbucket / Stack Overflow APIs, AI to Analyze data to get accurate information, ML to learn when taken in a meeting.The key challenges in the problem would be to architect an information store that is optimally designed to answer queries, and accurately answer questions posed to it. For voice to text, and text to voice, you may use standard (free) libraries/services available in the market.","
 https://youtu.be/N3rDIHNK1u0
","
                                                                                                                       NA
                                                                                                                                                                                ",/storage/company_logo/FISGlobal.png
5e00fa83b13f24e35733b3a4,NCR Corporation (India) Private Limited,NH447,Software,Security & Surveillance,Authenticating User while performing transaction at ATM/POS Terminal Securely,"1.There are many modern mechanisms to authenticate a transaction at ATM/POS.<ul><li>Some of Authentication mechanisms are PIN, facial recognition, fingerprint etc.</li><li>But every mechanism has drawbacks like data storage and securing the users data from hackers is additional and difficult task.</li><li>There is need for solution which can ensure 100 secure.</li><li>The solution should be such that user need to authenticate a transaction in a very secure environment.</li></ul>Scenario 1:<ul><li>A under display camera touchpad screen should be replaced by existing number keypad.</li><li>When user is prompted for PIN, user can hover his fingers on screen to enter PIN.</li><li>For example, if user hovers 2 fingers than software will detect the digit as 2 using Machine Learning algorithms.</li><li>Similarly, user can enter all the digits and can completed the transaction</li><li>In order secure user interaction, a small chamber is required at ATM where user can place his hands and enters his PIN.</li></ul>Scenario 2:<ul><li>A under display camera touchpad screen should be replaced by existing number keypad.</li><li>When user is prompted for PIN, user can swipe his fingers on screen to enter PIN.</li><li>For example, if user swipes 2 fingers than software will detect the digit as 2 using Machine Learning algorithms.</li><li>Similarly, user can enter all the digits and can completed the transaction.</li><li>In order secure user interaction, a small chamber is required at ATM where user can place his hands and enters his PIN.</li></ul>Is it required to change the existing process<ul><li>Transaction can be done like existing process. No process needs to be changed except the way user is authenticated.</li></ul>Does new solution require Bluetooth connectivity: NoSample Data Required: NoAny new hardware required: Yes","
 
","
                                                                                                                       NA
                                                                                                                                                                                ",/storage/company_logo/NCRCorporationIndiaPrivateLimited.png
5e00fa83b13f24e35733b3a5,Cognizant Technology Solutions India Pvt. Ltd,MS448,Hardware,Security & Surveillance,Smarter Surveillance System,"Explain the general problem statement in simple terms.i)At present, lot of man hours being spent on physical patrolling of border areas and compound.ii)Fencing wires are not reliable and easy to breach, in large areas it is difficult to be available at all locations, and if someone is breaching in absence of guard, guard will know only when they reach the breach site. Also it takes lot of time to cover the compound walls if the area is large.iii)For smarter India, we need Smarter Surveillance system, which can be developed through Modular design which is easy to assemble at onsite.The users of this system are twofold:i)Any Security agency who is securing larger area can install on unmanned area and can track through single control room.Technology that can address this issue partially.i)Module based prefabricated rail channels along with towers can be designed which can be customized based on the requirement. System include, railing channel, concrete prefabricated base, and surveillance unit which will move on the railing based on the sensors. It can be controlled from control room.Desired Outcome:i)Smarter Surveillance system,ii)Lesser efforts on surveillance.iii)Lesser breach of security.iv)Lesser casualty on borders.Specific Hardware:Catia v5 license, Electronic Prototyping Components, Programming Boards, Laser Cutter, Hand  Power Tools, Welding Machine, Tube pipes and Wheels, Pipe Bending Machine.","
 
","
                                                                                                                       NA
                                                                                                                                                                                ",/storage/company_logo/CognizantTechnologySolutionsIndiaPvtLtd.png
5e00fa83b13f24e35733b3a6,Cognizant Technology Solutions India Pvt. Ltd,MS449,Hardware,Miscellaneous,"Currently Government Schemes are not being utilized by real beneficiary, and this leads to middle man being taking advantage of situation and also leads to corruption. Self/ Supervised KIOSK based terminal for checking eligibility and also apply for scheme.","Explain the general problem statement in simple terms.i)At present, government announce scheme for different section of society and direct different departments to pass on the scheme benefits to the beneficiaries, but most beneficiaries  are not aware of those schemes and middle man take advantage of such gaps.ii)Many website provide such information about schemes but beneficiaries do not go to internet and search for the schemes. They simply rely on the communication from wellwishers or middle man.iii)Today no mechanism is in place to directly provide the benefits to the respective users.iv)Lot of funds came back unutilized.The users of this system are twofold:i)User who want to avail schemes has to fill certain details on KIOSK/POS terminal, and they will get all relevant applicable schemes in return. They can then update Aadhar card details which will actually link it to the schemes and government will know directly who want to avail the scheme.ii)Approver can validate the Aadhar card and once approved, benefits can be passed on to the beneficiary without any middle man.Technology that can address this issue partially.i)A multilingual Self operated, or supervised KIOSK preloaded with online application which will be linked to the government site like https://www.india.gov.in/mygovernment/schemes and can also notify relevant department to approve and give benefits to beneficiary.ii)Basic web base multilingual application can be easily built with minimum efforts.iii)If scheme is related to reimbursement or some monitory help, it will be transferred to bank account directly, or if that is related to some product, it will be sent through logistic to the Aadhar address.Desired Outcome:i)A transparent system and reduced corruption.ii)Wider coverage and easy to avail benefits by user or the actual needy.iii)Government can actually use this data online to track number of beneficiaries.A thought from the recent Issue of Soaring Onion Prices and the need to build a better forecasting mechanism;","
 
","
                                                                                                                       NA
                                                                                                                                                                                ",/storage/company_logo/CognizantTechnologySolutionsIndiaPvtLtd.png
5e00fa83b13f24e35733b3a7,Cognizant Technology Solutions India Pvt. Ltd,MS450,Software,Agriculture and Rural Development,Food processing,"1) Onion Prices has skyrocketed in recent weeks<ul><li>Every year, we see a trend in increase agricultural products price particularly vegetables due to failure of monsoon or late arrival of monsoon and decline in sown area of that year.</li></ul><ul><li>Lack of Unified Prediction and forecasting system integrating data such as Metrological data of forecast, yield/production data across states, Inventory and Public distribution, whole sale and Retail agricultural commodity process etc.</li></ul>Technology to address this IssuePredictive Analytics based on AI and ML through deep learning from the huge volume of data available from various departments as detailed in point 3 above.Desired OutcomeUnified Prediction Analysis to various Agricultural departments such as Food and Public distribution under the Ministry of Agriculture, Prime Ministers PMO etc. so that timely action can be taken.In addition, this data can be integrated as Input to our Budget planning to better monetary allocation to Agriculture at federal and state level and take timely action of distribution planning and price control.","
 
","
                                                                                                                       NA
                                                                                                                                                                                ",/storage/company_logo/CognizantTechnologySolutionsIndiaPvtLtd.png
5e00fa83b13f24e35733b3a8,Cognizant Technology Solutions India Pvt. Ltd,MS451,Hardware,Sustainable Environment,Renewable Energy: Innovative ideas that help manage and generate renewable sources more efficiently.,"SummaryEnergy sector has changed over the last 20 years. Renewable energy business is up and running Internet of Things (IoT) plays an important role in these dynamics. Internet of Things economy is expected to gain another 43 by 2022 according to International Energy Agency.As simple as they look, wind turbines are extremely complex constructions often placed in wild conditionsopen sea and faraway fields. In order to stay efficient and work at full potential, wind farms should be able to promptly adjust to the changing environment. Not to mention the importance of timely maintenance. IoT and energy solutionssensorbased technology, analytics for important datum on weather and environment condition and turbine health including blade ejection due to loosening of the bolts. help automate the management of wind farms, optimize maintenance and thus reduce the cost dramatically.Explain the general problem statement in simple terms.<ul><li>Maximize the Turbine Power Generation</li><li>Unavailability of real time data from wind turbines</li><li>Delayed detection of mechanical and structural faults</li><li>Delayed order placements of spares/replacements</li><li>Reliance on manual inspection of every turbine</li></ul>The users of this system are twofold:The distribution utility manager wants to monitor all the electrical wind turbine /transformers, so that he can maximize the turbine power generation. He wanted to track the real time health of all parts of turbine including generator, blades etc., live parameters monitored such as wind direction , temperature, current, voltage etc. on a geographical map, so that he can assign a repair crew member to resolve the issue on the open notification.The manager also wants to know the historical information to all the parameters being monitored to analyze the root cause of the failure and to predict the future outages. He also wants analytical dashboards which helps in the decision making process. However, the manager wants to make his decisions as per the smart data available i.e. live sensor data, historical sensor data, device metadataTechnology that can address this issue partially.SAP Leonardo with S/4 Digital CoreSince SAP Leonardo site on top of S/4 HANA, it easily integrates with S/4 Digital Core so that it will start reading Wind Turbine real time sensor data at one side and processing business transactions and applications at other. SAP Leonardo enables users to receive instant notifications of any failure events happening at Turbine Tower.When any issue rises such as oil leakage or break down, Leonardo will search for extra available spare part from S/4 Digital Cores Warehouse Management Component.If a spare part exists in the S/4 warehouse, Leonardo will process a PTO (Pick Transfer Order) and assign a work order to nearest technician to a tower using his/her GPS coordinates. A technician will pick up the spare part from warehouse and fix the turbine issue.In case if Leonardo does not find spare part in S/4 Warehouse Component, it will automatically place a Purchase Order to a Vendor and maintain its record in a custom Z table.Once a factory user performs a GR (Goods Receive) for spare part through SAP tcode MIGO, Leonardo will check its existence in custom created Z table  if found, it will automatically create and assign a new work order to a technician.This integrated automation will drastically save time for troubleshooting  maximize the Turbine Power generationDesired Outcome:<ul><li>Cost efficiency in maintaining and servicing wind turbines</li><li>Immediate order placement in case of inventory exhaustion.</li><li>To maintain the desired power output from wind farm to grid</li><li>Maximize the Turbine Power Generation</li><li>Real time insights of mechanical failures in wind turbines</li><li>Data Analysis of downtime and its causes</li><li>Pattern analysis thereby enabling better forecast</li></ul>","
 
","
                                                                                                                       NA
                                                                                                                                                                                ",/storage/company_logo/CognizantTechnologySolutionsIndiaPvtLtd.png
